# netscan ranked port dataset -- GENERATED by tools/gen-ports.py, do not edit.
# Format: <port>\t<service-name>. Line order is the scan-priority rank.
8200	unknown
8222	unknown
8254	unknown
8280	unknown
8300	unknown
8333	unknown
8400	unknown
8402	unknown
8500	consul
8600	unknown
8649	unknown
8651	unknown
8652	unknown
8654	unknown
8701	unknown
8800	unknown
8873	unknown
8880	unknown
8899	unknown
8994	unknown
9003	unknown
9009	unknown
9010	unknown
9011	unknown
9040	unknown
9050	unknown
9071	unknown
9080	unknown
9081	unknown
9091	unknown
9099	unknown
9101	unknown
9102	unknown
9103	unknown
9110	unknown
9111	unknown
9207	unknown
9220	unknown
9290	unknown
9415	unknown
9418	git
9485	unknown
9500	unknown
9502	unknown
9503	unknown
9535	unknown
9575	unknown
9593	unknown
9594	unknown
9595	unknown
9618	unknown
9666	unknown
9876	unknown
9877	unknown
9878	unknown
9898	unknown
9900	unknown
9917	unknown
9929	unknown
9943	unknown
9944	unknown
9968	unknown
10001	unknown
10002	unknown
10003	unknown
10004	unknown
10009	unknown
10010	unknown
10012	unknown
10024	unknown
10025	unknown
10082	unknown
10180	unknown
10215	unknown
10243	unknown
10566	unknown
10616	unknown
10617	unknown
10621	unknown
10626	unknown
10628	unknown
10629	unknown
10778	unknown
11110	unknown
11967	unknown
12000	unknown
12174	unknown
12265	unknown
12345	unknown
13456	unknown
13722	unknown
13782	unknown
13783	unknown
14000	unknown
14238	unknown
14441	unknown
14442	unknown
15000	unknown
15002	unknown
15003	unknown
15004	unknown
15660	unknown
16000	unknown
16001	unknown
16012	unknown
16016	unknown
16018	unknown
16080	unknown
16113	unknown
16992	unknown
16993	unknown
17877	unknown
17988	unknown
18040	unknown
18101	unknown
18988	unknown
19101	unknown
19283	unknown
19315	unknown
19350	unknown
19780	unknown
19801	unknown
19842	unknown
20000	unknown
20005	unknown
20031	unknown
20221	unknown
20222	unknown
20828	unknown
21571	unknown
22939	unknown
23502	unknown
24444	unknown
24800	unknown
25734	unknown
25735	unknown
26214	unknown
27000	unknown
27352	unknown
27353	unknown
27355	unknown
27356	unknown
27715	unknown
28201	unknown
30000	unknown
30718	unknown
30951	unknown
31038	unknown
31337	unknown
32769	unknown
32770	unknown
32771	unknown
32772	unknown
32773	unknown
32774	unknown
32775	unknown
32776	unknown
32777	unknown
32778	unknown
32779	unknown
32780	unknown
32781	unknown
32782	unknown
32783	unknown
32784	unknown
32785	unknown
33354	unknown
33899	unknown
34571	unknown
34572	unknown
34573	unknown
35500	unknown
38292	unknown
40193	unknown
40911	unknown
41511	unknown
42510	unknown
44176	unknown
44442	unknown
44443	unknown
44501	unknown
45100	unknown
48080	unknown
49158	unknown
49159	unknown
49160	unknown
49161	unknown
49163	unknown
49165	unknown
49167	unknown
49175	unknown
49176	unknown
49400	unknown
49999	unknown
50000	unknown
50001	unknown
50002	unknown
50003	unknown
50006	unknown
50300	unknown
50389	unknown
50500	unknown
50636	unknown
50800	unknown
51103	unknown
51493	unknown
52673	unknown
52822	unknown
52848	unknown
52869	unknown
54045	unknown
54328	unknown
55055	unknown
55056	unknown
55555	unknown
55600	unknown
56737	unknown
56738	unknown
57294	unknown
57797	unknown
58080	unknown
60020	unknown
60443	unknown
61532	unknown
61900	unknown
62078	unknown
63331	unknown
64623	unknown
64680	unknown
65000	unknown
65129	unknown
65389	unknown
1	unknown
3	unknown
4	unknown
6	unknown
17	qotd
19	chargen
20	ftp-data
24	unknown
27	unknown
30	unknown
32	unknown
33	unknown
42	nameserver
43	whois
49	tacacs
70	gopher
82	http-alt
83	http-alt
84	http-alt
85	unknown
86	unknown
87	unknown
89	unknown
90	unknown
99	unknown
100	unknown
101	unknown
102	iso-tsap
103	unknown
104	unknown
107	unknown
109	pop2
125	unknown
146	unknown
161	snmp
163	unknown
174	unknown
177	unknown
178	unknown
180	unknown
199	smux
211	unknown
212	unknown
222	unknown
254	unknown
255	unknown
256	unknown
257	unknown
259	unknown
264	bgmp
301	unknown
306	unknown
311	unknown
340	unknown
366	unknown
388	unknown
406	unknown
407	unknown
411	unknown
412	unknown
414	unknown
416	unknown
417	unknown
425	unknown
428	unknown
458	unknown
464	unknown
481	unknown
497	unknown
500	isakmp
512	unknown
541	unknown
545	unknown
555	unknown
563	nntps
593	http-rpc-epmap
616	unknown
617	unknown
625	unknown
636	ldaps
648	unknown
666	unknown
667	unknown
668	unknown
683	unknown
687	unknown
691	unknown
700	unknown
705	unknown
711	unknown
714	unknown
720	unknown
722	unknown
726	unknown
749	unknown
765	unknown
777	unknown
783	unknown
787	unknown
800	unknown
801	unknown
808	unknown
843	unknown
880	unknown
888	unknown
898	unknown
900	unknown
901	unknown
902	vmware-auth
903	unknown
911	unknown
912	unknown
981	unknown
987	unknown
992	telnets
994	ircs
999	unknown
1001	unknown
1002	unknown
1007	unknown
1009	unknown
1010	unknown
1011	unknown
1021	unknown
1022	unknown
1023	unknown
1024	unknown
1030	unknown
1031	unknown
1032	unknown
1033	unknown
1034	unknown
1035	unknown
1036	unknown
1037	unknown
1038	unknown
1039	unknown
1040	unknown
1041	unknown
1042	unknown
1043	unknown
1044	unknown
1045	unknown
1046	unknown
1047	unknown
1048	unknown
1049	unknown
1050	unknown
1051	unknown
1052	unknown
1053	unknown
1054	unknown
1055	unknown
1056	unknown
1057	unknown
1058	unknown
1059	unknown
1060	unknown
1061	unknown
1062	unknown
1063	unknown
1064	unknown
1065	unknown
1066	unknown
1067	unknown
1068	unknown
1069	unknown
1070	unknown
1071	unknown
1072	unknown
1073	unknown
1074	unknown
1075	unknown
1076	unknown
1077	unknown
1078	unknown
1079	unknown
1080	socks
1081	unknown
1082	unknown
1083	unknown
1084	unknown
1085	unknown
1086	unknown
1087	unknown
1088	unknown
1089	unknown
1090	unknown
1091	unknown
1092	unknown
1093	unknown
1094	unknown
1095	unknown
1096	unknown
1097	unknown
1098	unknown
1099	rmiregistry
1100	unknown
1102	unknown
1104	unknown
1105	unknown
1106	unknown
1107	unknown
1108	unknown
1111	unknown
1112	unknown
1113	unknown
1114	unknown
1117	unknown
1119	unknown
1121	unknown
1122	unknown
1123	unknown
1124	unknown
1126	unknown
1130	unknown
1131	unknown
1132	unknown
1137	unknown
1138	unknown
1141	unknown
1145	unknown
1147	unknown
1148	unknown
1149	unknown
1151	unknown
1152	unknown
1154	unknown
1163	unknown
1164	unknown
1165	unknown
1166	unknown
1169	unknown
1174	unknown
1175	unknown
1183	unknown
1185	unknown
1186	unknown
1187	unknown
1192	unknown
1198	unknown
1199	unknown
1201	unknown
1213	unknown
1216	unknown
1217	unknown
1218	unknown
1233	unknown
1234	unknown
1236	unknown
1244	unknown
1247	unknown
1248	unknown
1259	unknown
1271	unknown
1272	unknown
1277	unknown
1287	unknown
1296	unknown
1300	unknown
1301	unknown
1309	unknown
1310	unknown
1311	unknown
1322	unknown
1328	unknown
1334	unknown
1352	lotusnotes
1417	unknown
1434	ms-sql-m
1443	unknown
1455	unknown
1461	unknown
1494	citrix-ica
1500	unknown
1501	unknown
1503	unknown
1524	unknown
1533	unknown
1556	unknown
1580	unknown
1583	unknown
1594	unknown
1600	unknown
1641	unknown
1658	unknown
1666	unknown
1687	unknown
1688	unknown
1700	unknown
1717	unknown
1718	unknown
1719	unknown
1721	unknown
1730	unknown
1731	unknown
1782	unknown
1783	unknown
1801	unknown
1805	unknown
1812	unknown
1839	unknown
1840	unknown
1862	unknown
1863	unknown
1864	unknown
1875	unknown
1914	unknown
1935	rtmp
1947	unknown
1971	unknown
1972	unknown
1974	unknown
1984	unknown
1998	unknown
1999	unknown
2002	unknown
2003	unknown
2004	unknown
2005	unknown
2006	unknown
2007	unknown
2008	unknown
2009	unknown
2010	unknown
2013	unknown
2020	unknown
2021	unknown
2022	unknown
2030	unknown
2033	unknown
2034	unknown
2035	unknown
2038	unknown
2040	unknown
2041	unknown
2042	unknown
2043	unknown
2045	unknown
2046	unknown
2047	unknown
2048	unknown
2065	unknown
2068	unknown
2099	unknown
2100	unknown
2103	unknown
2105	unknown
2106	unknown
2107	unknown
2111	unknown
2119	unknown
2126	unknown
2135	unknown
2144	unknown
2160	unknown
2161	unknown
2170	unknown
2179	unknown
2190	unknown
2191	unknown
2196	unknown
2200	unknown
2222	unknown
2251	unknown
2260	unknown
2288	unknown
2301	unknown
2323	unknown
2366	unknown
2381	unknown
2382	unknown
2383	unknown
2393	unknown
2394	unknown
2399	unknown
2401	unknown
2492	unknown
2500	unknown
2522	unknown
2525	unknown
2557	unknown
2601	unknown
2602	unknown
2604	unknown
2605	unknown
2607	unknown
2608	unknown
2638	unknown
2701	unknown
2702	unknown
2710	unknown
2718	unknown
2725	unknown
2800	unknown
2809	unknown
2811	unknown
2869	unknown
2875	unknown
2909	unknown
2910	unknown
2920	unknown
2967	unknown
2968	unknown
2998	unknown
3005	unknown
3006	unknown
3007	unknown
3011	unknown
3013	unknown
3017	unknown
3030	unknown
3031	unknown
3052	unknown
3071	unknown
3077	unknown
3097	unknown
3119	unknown
3141	unknown
3168	unknown
3211	unknown
3221	unknown
3260	iscsi
3261	unknown
3268	globalcat
3269	globalcat-ssl
3283	unknown
3300	unknown
3301	unknown
3322	unknown
3323	unknown
3324	unknown
3325	unknown
3333	unknown
3351	unknown
3367	unknown
3369	unknown
3370	unknown
3371	unknown
3372	unknown
3390	unknown
3404	unknown
3476	unknown
3493	unknown
3517	unknown
3527	unknown
3546	unknown
3551	unknown
3580	unknown
3659	unknown
3661	unknown
3689	unknown
3690	svn
3703	unknown
3737	unknown
3766	unknown
3784	unknown
3800	unknown
3801	unknown
3809	unknown
3814	unknown
3826	unknown
3827	unknown
3828	unknown
3851	unknown
3869	unknown
3871	unknown
3878	unknown
3880	unknown
3889	unknown
3905	unknown
3914	unknown
3918	unknown
3920	unknown
3945	unknown
3971	unknown
3995	unknown
3998	unknown
4000	unknown
4001	unknown
4002	unknown
4003	unknown
4004	unknown
4005	unknown
4006	unknown
4045	unknown
4111	unknown
4125	unknown
4126	unknown
4129	unknown
4224	unknown
4242	unknown
4279	unknown
4321	unknown
4343	unknown
4443	unknown
4444	krb524
4445	unknown
4446	unknown
4449	unknown
4550	unknown
4567	unknown
4662	unknown
4848	unknown
4900	unknown
4998	unknown
5002	unknown
5003	unknown
5004	unknown
5005	unknown
5006	unknown
5007	unknown
5010	unknown
5011	unknown
5012	unknown
5020	unknown
5021	unknown
5030	unknown
5033	unknown
5050	unknown
5054	unknown
5061	unknown
5080	unknown
5087	unknown
5100	unknown
5102	unknown
5120	unknown
5200	unknown
5214	unknown
5221	unknown
5225	unknown
5226	unknown
5280	unknown
5298	unknown
5405	unknown
5414	unknown
5431	unknown
5440	unknown
5500	unknown
5510	unknown
5544	unknown
5550	unknown
5555	freeciv
5560	unknown
5566	unknown
5633	unknown
5678	unknown
5679	unknown
5718	unknown
5730	unknown
5801	unknown
5802	unknown
5810	unknown
5811	unknown
5815	unknown
5822	unknown
5825	unknown
5850	unknown
5859	unknown
5862	unknown
5877	unknown
5901	vnc-1
5902	vnc-2
5903	unknown
5904	unknown
5906	unknown
5907	unknown
5910	unknown
5911	unknown
5915	unknown
5922	unknown
5925	unknown
5950	unknown
5952	unknown
5959	unknown
5960	unknown
5961	unknown
5962	unknown
5963	unknown
5987	unknown
5988	unknown
5989	unknown
5998	unknown
5999	unknown
6002	unknown
6003	unknown
6004	unknown
6005	unknown
6006	unknown
6007	unknown
6009	unknown
6025	unknown
6059	unknown
6100	unknown
6101	unknown
6106	unknown
6112	unknown
6123	unknown
6129	unknown
6156	unknown
6389	unknown
6502	unknown
6510	unknown
6543	unknown
6547	unknown
6565	unknown
6566	unknown
6567	unknown
6580	unknown
6588	unknown
6600	unknown
6669	unknown
6689	unknown
6692	unknown
6699	unknown
6779	unknown
6788	unknown
6789	unknown
6792	unknown
6839	unknown
6881	unknown
6901	unknown
6969	unknown
7000	unknown
7004	unknown
7007	unknown
7019	unknown
7025	unknown
7100	unknown
7103	unknown
7106	unknown
7200	unknown
7201	unknown
7402	unknown
7435	unknown
7443	unknown
7496	unknown
7512	unknown
7625	unknown
7627	unknown
7676	unknown
7741	unknown
7777	unknown
7778	unknown
7800	unknown
7911	unknown
7920	unknown
7921	unknown
7937	unknown
7938	unknown
7999	unknown
8023	unknown
8025	unknown
8026	unknown
8033	unknown
8034	unknown
8040	unknown
8044	unknown
8051	unknown
8052	unknown
8053	unknown
8054	unknown
8055	unknown
8056	unknown
8057	unknown
8058	unknown
8059	unknown
8062	unknown
8065	unknown
8066	unknown
8067	unknown
8068	unknown
8071	unknown
8072	unknown
8073	unknown
8075	unknown
8076	unknown
8077	unknown
8078	unknown
8079	unknown
8101	unknown
8102	unknown
8118	unknown
8119	unknown
8123	clickhouse-http
8125	unknown
8126	unknown
8127	unknown
8128	unknown
8129	unknown
8130	unknown
8140	unknown
8148	unknown
8149	unknown
8150	unknown
8160	unknown
8192	unknown
8193	unknown
8194	unknown
8195	unknown
8199	unknown
8201	unknown
8202	unknown
8203	unknown
8204	unknown
8205	unknown
8206	unknown
8207	unknown
8208	unknown
8209	unknown
8210	unknown
8211	unknown
8212	unknown
8213	unknown
8214	unknown
8215	unknown
8216	unknown
8217	unknown
8218	unknown
8219	unknown
8220	unknown
8221	unknown
8223	unknown
8224	unknown
8225	unknown
8226	unknown
8227	unknown
8228	unknown
8229	unknown
8230	unknown
8231	unknown
8232	unknown
8233	unknown
8234	unknown
8243	unknown
8251	unknown
8276	unknown
8291	unknown
8292	unknown
8301	unknown
8302	unknown
8303	unknown
8306	unknown
8308	unknown
8310	unknown
8311	unknown
8320	unknown
8321	unknown
8322	unknown
8351	unknown
8376	unknown
8377	unknown
8378	unknown
8379	unknown
8380	unknown
8381	unknown
8382	unknown
8383	unknown
8384	unknown
8385	unknown
8404	unknown
8405	unknown
8406	unknown
8407	unknown
8408	unknown
8409	unknown
8410	unknown
8411	unknown
8412	unknown
8413	unknown
8414	unknown
8415	unknown
8416	unknown
8417	unknown
8418	unknown
8419	unknown
8420	unknown
8421	unknown
8422	unknown
8423	unknown
8424	unknown
8425	unknown
8426	unknown
8427	unknown
8428	unknown
8429	unknown
8430	unknown
8431	unknown
8432	unknown
8433	unknown
8434	unknown
8435	unknown
8436	unknown
8437	unknown
8438	unknown
8439	unknown
8440	unknown
8441	unknown
8442	unknown
8444	unknown
8445	unknown
8446	unknown
8447	unknown
8448	unknown
8449	unknown
8450	unknown
8451	unknown
8452	unknown
8453	unknown
8454	unknown
8455	unknown
8456	unknown
8457	unknown
8458	unknown
8459	unknown
8460	unknown
8461	unknown
8462	unknown
8463	unknown
8464	unknown
8465	unknown
8466	unknown
8467	unknown
8468	unknown
8469	unknown
8470	unknown
8471	unknown
8472	unknown
8473	unknown
8474	unknown
8475	unknown
8476	unknown
8477	unknown
8478	unknown
8479	unknown
8480	unknown
8481	unknown
8482	unknown
8483	unknown
8484	unknown
8485	unknown
8486	unknown
8487	unknown
8488	unknown
8489	unknown
8490	unknown
8491	unknown
8492	unknown
8493	unknown
8494	unknown
8495	unknown
8496	unknown
8497	unknown
8498	unknown
8499	unknown
8501	unknown
8502	unknown
8503	unknown
8504	unknown
8505	unknown
8506	unknown
8507	unknown
8508	unknown
8509	unknown
8510	unknown
8511	unknown
8512	unknown
8513	unknown
8514	unknown
8515	unknown
8516	unknown
8517	unknown
8518	unknown
8519	unknown
8520	unknown
8521	unknown
8522	unknown
8523	unknown
8524	unknown
8525	unknown
8526	unknown
8527	unknown
8528	unknown
8529	unknown
8530	unknown
8531	unknown
8532	unknown
8533	unknown
8534	unknown
8535	unknown
8536	unknown
8537	unknown
8538	unknown
8539	unknown
8540	unknown
8541	unknown
8542	unknown
8543	unknown
8544	unknown
8545	unknown
8546	unknown
8547	unknown
8548	unknown
8549	unknown
8550	unknown
8551	unknown
