# netscan ranked port dataset -- GENERATED by tools/gen-ports.py, do not edit.
# Format: <port>\t<service-name>. Line order is the scan-priority rank.
4000	unknown
4008	unknown
4045	unknown
4444	unknown
4501	unknown
4672	unknown
5001	unknown
5002	unknown
5003	unknown
5010	unknown
5050	unknown
5093	unknown
5100	unknown
5101	unknown
5120	unknown
5200	unknown
5500	unknown
5501	unknown
5555	unknown
5566	unknown
5678	unknown
5900	unknown
6000	unknown
6001	unknown
6002	unknown
6004	unknown
6050	unknown
6051	unknown
6346	unknown
6347	unknown
6970	unknown
7000	unknown
7938	unknown
8000	unknown
8001	unknown
8010	unknown
8181	unknown
8600	unknown
8888	unknown
9000	unknown
9001	unknown
9020	unknown
9103	unknown
9199	unknown
9200	unknown
9370	unknown
9876	unknown
9950	unknown
10000	unknown
10080	unknown
16680	unknown
20031	unknown
21301	unknown
26000	unknown
30718	unknown
31337	unknown
32768	unknown
32769	unknown
32770	unknown
32771	unknown
32772	unknown
32773	unknown
32774	unknown
32775	unknown
32776	unknown
32777	unknown
32778	unknown
32779	unknown
32780	unknown
32781	unknown
33281	unknown
34555	unknown
34861	unknown
34862	unknown
41524	unknown
44968	unknown
49155	unknown
49156	unknown
49157	unknown
49158	unknown
49159	unknown
49160	unknown
49161	unknown
49162	unknown
49163	unknown
49165	unknown
49166	unknown
49167	unknown
49168	unknown
49169	unknown
49170	unknown
49171	unknown
49172	unknown
49173	unknown
49174	unknown
49175	unknown
49176	unknown
49177	unknown
49178	unknown
49179	unknown
49180	unknown
49181	unknown
49182	unknown
49185	unknown
49186	unknown
49188	unknown
49190	unknown
49191	unknown
49192	unknown
49193	unknown
49194	unknown
49195	unknown
49196	unknown
49197	unknown
49198	unknown
49199	unknown
49200	unknown
49201	unknown
49202	unknown
49204	unknown
49205	unknown
49207	unknown
49208	unknown
49209	unknown
49210	unknown
49211	unknown
49212	unknown
49213	unknown
49214	unknown
49215	unknown
49216	unknown
49217	unknown
49218	unknown
49219	unknown
49220	unknown
49221	unknown
49222	unknown
49223	unknown
49224	unknown
49225	unknown
49226	unknown
49227	unknown
49228	unknown
49229	unknown
49230	unknown
49231	unknown
49232	unknown
49233	unknown
49234	unknown
49235	unknown
49236	unknown
49237	unknown
49238	unknown
49239	unknown
49240	unknown
49241	unknown
49242	unknown
49243	unknown
49244	unknown
49245	unknown
49246	unknown
49247	unknown
49248	unknown
49249	unknown
49250	unknown
49251	unknown
49252	unknown
49253	unknown
1	unknown
2	unknown
3	unknown
4	unknown
5	unknown
6	unknown
8	unknown
10	unknown
11	unknown
12	unknown
14	unknown
15	unknown
16	unknown
18	unknown
20	unknown
21	unknown
22	unknown
23	unknown
24	unknown
25	unknown
26	unknown
27	unknown
28	unknown
29	unknown
30	unknown
31	unknown
32	unknown
33	unknown
34	unknown
35	unknown
36	unknown
38	unknown
40	unknown
41	unknown
43	unknown
44	unknown
45	unknown
46	unknown
47	unknown
48	unknown
50	unknown
51	unknown
52	unknown
54	unknown
55	unknown
56	unknown
57	unknown
58	unknown
59	unknown
60	unknown
61	unknown
62	unknown
63	unknown
64	unknown
65	unknown
66	unknown
70	unknown
71	unknown
72	unknown
73	unknown
74	unknown
75	unknown
76	unknown
77	unknown
78	unknown
79	unknown
80	unknown
81	unknown
82	unknown
83	unknown
84	unknown
85	unknown
86	unknown
87	unknown
89	unknown
90	unknown
91	unknown
92	unknown
93	unknown
94	unknown
95	unknown
96	unknown
97	unknown
98	unknown
99	unknown
100	unknown
101	unknown
102	unknown
103	unknown
104	unknown
105	unknown
107	unknown
108	unknown
109	unknown
110	unknown
112	unknown
113	unknown
114	unknown
115	unknown
116	unknown
117	unknown
118	unknown
119	unknown
121	unknown
122	unknown
124	unknown
125	unknown
126	unknown
127	unknown
128	unknown
129	unknown
130	unknown
131	unknown
132	unknown
133	unknown
134	unknown
136	unknown
140	unknown
141	unknown
142	unknown
143	unknown
144	unknown
145	unknown
146	unknown
147	unknown
148	unknown
149	unknown
150	unknown
151	unknown
152	unknown
153	unknown
154	unknown
155	unknown
156	unknown
157	unknown
159	unknown
160	unknown
163	unknown
164	unknown
165	unknown
166	unknown
167	unknown
168	unknown
169	unknown
170	unknown
171	unknown
172	unknown
173	unknown
174	unknown
175	unknown
178	unknown
179	unknown
180	unknown
181	unknown
182	unknown
183	unknown
184	unknown
185	unknown
186	unknown
187	unknown
188	unknown
189	unknown
190	unknown
191	unknown
193	unknown
194	unknown
196	unknown
197	unknown
198	unknown
199	unknown
200	unknown
201	unknown
202	unknown
203	unknown
204	unknown
205	unknown
206	unknown
207	unknown
208	unknown
209	unknown
210	unknown
211	unknown
212	unknown
214	unknown
215	unknown
216	unknown
217	unknown
218	unknown
219	unknown
220	unknown
221	unknown
222	unknown
223	unknown
224	unknown
225	unknown
226	unknown
227	unknown
228	unknown
229	unknown
230	unknown
231	unknown
232	unknown
233	unknown
234	unknown
235	unknown
236	unknown
237	unknown
238	unknown
239	unknown
240	unknown
241	unknown
242	unknown
243	unknown
244	unknown
245	unknown
246	unknown
247	unknown
248	unknown
249	unknown
250	unknown
251	unknown
252	unknown
253	unknown
254	unknown
255	unknown
256	unknown
257	unknown
258	unknown
261	unknown
262	unknown
263	unknown
265	unknown
266	unknown
267	unknown
268	unknown
269	unknown
270	unknown
271	unknown
272	unknown
273	unknown
274	unknown
275	unknown
276	unknown
277	unknown
278	unknown
279	unknown
280	unknown
281	unknown
282	unknown
283	unknown
284	unknown
285	unknown
286	unknown
287	unknown
288	unknown
289	unknown
290	unknown
291	unknown
292	unknown
293	unknown
294	unknown
295	unknown
296	unknown
297	unknown
298	unknown
299	unknown
300	unknown
301	unknown
302	unknown
303	unknown
304	unknown
305	unknown
306	unknown
307	unknown
308	unknown
309	unknown
310	unknown
311	unknown
312	unknown
313	unknown
314	unknown
315	unknown
316	unknown
317	unknown
318	unknown
319	unknown
320	unknown
321	unknown
323	unknown
324	unknown
325	unknown
326	unknown
327	unknown
328	unknown
329	unknown
330	unknown
331	unknown
332	unknown
333	unknown
334	unknown
335	unknown
336	unknown
337	unknown
338	unknown
339	unknown
340	unknown
341	unknown
342	unknown
343	unknown
344	unknown
345	unknown
346	unknown
347	unknown
348	unknown
350	unknown
352	unknown
353	unknown
354	unknown
355	unknown
356	unknown
357	unknown
358	unknown
359	unknown
360	unknown
361	unknown
362	unknown
363	unknown
364	unknown
366	unknown
367	unknown
368	unknown
369	unknown
371	unknown
372	unknown
373	unknown
374	unknown
375	unknown
376	unknown
377	unknown
378	unknown
379	unknown
380	unknown
381	unknown
382	unknown
383	unknown
384	unknown
385	unknown
386	unknown
387	unknown
388	unknown
390	unknown
391	unknown
392	unknown
393	unknown
394	unknown
395	unknown
396	unknown
397	unknown
398	unknown
399	unknown
400	unknown
401	unknown
402	unknown
403	unknown
404	unknown
405	unknown
406	unknown
408	unknown
409	unknown
410	unknown
411	unknown
412	unknown
413	unknown
414	unknown
415	unknown
416	unknown
417	unknown
418	unknown
419	unknown
420	unknown
421	unknown
422	unknown
423	unknown
424	unknown
425	unknown
426	unknown
428	unknown
429	unknown
430	unknown
431	unknown
432	unknown
433	unknown
435	unknown
436	unknown
437	unknown
438	unknown
439	unknown
440	unknown
441	unknown
442	unknown
444	unknown
446	unknown
447	unknown
448	unknown
449	unknown
450	unknown
451	unknown
452	unknown
453	unknown
454	unknown
455	unknown
456	unknown
457	unknown
458	unknown
459	unknown
460	unknown
461	unknown
462	unknown
463	unknown
466	unknown
467	unknown
468	unknown
469	unknown
470	unknown
471	unknown
472	unknown
473	unknown
474	unknown
475	unknown
476	unknown
477	unknown
478	unknown
479	unknown
480	unknown
481	unknown
482	unknown
483	unknown
484	unknown
485	unknown
486	unknown
487	unknown
488	unknown
489	unknown
490	unknown
491	unknown
492	unknown
493	unknown
494	unknown
495	unknown
496	unknown
497	unknown
498	unknown
499	unknown
501	unknown
502	unknown
503	unknown
504	unknown
505	unknown
506	unknown
507	unknown
508	unknown
509	unknown
510	unknown
511	unknown
515	unknown
516	unknown
519	unknown
521	unknown
522	unknown
523	unknown
524	unknown
526	unknown
527	unknown
528	unknown
529	unknown
530	unknown
531	unknown
532	unknown
534	unknown
535	unknown
536	unknown
537	unknown
538	unknown
539	unknown
540	unknown
541	unknown
542	unknown
543	unknown
544	unknown
545	unknown
549	unknown
550	unknown
551	unknown
552	unknown
553	unknown
554	unknown
556	unknown
557	unknown
558	unknown
559	unknown
560	unknown
561	unknown
562	unknown
563	unknown
564	unknown
565	unknown
566	unknown
567	unknown
568	unknown
569	unknown
570	unknown
571	unknown
572	unknown
573	unknown
574	unknown
575	unknown
576	unknown
577	unknown
578	unknown
579	unknown
580	unknown
581	unknown
582	unknown
583	unknown
584	unknown
585	unknown
586	unknown
587	unknown
588	unknown
589	unknown
590	unknown
591	unknown
592	unknown
594	unknown
595	unknown
596	unknown
597	unknown
598	unknown
599	unknown
600	unknown
601	unknown
602	unknown
603	unknown
604	unknown
605	unknown
606	unknown
607	unknown
608	unknown
609	unknown
610	unknown
611	unknown
612	unknown
613	unknown
614	unknown
615	unknown
616	unknown
617	unknown
618	unknown
619	unknown
620	unknown
621	unknown
622	unknown
624	unknown
625	unknown
627	unknown
628	unknown
629	unknown
630	unknown
632	unknown
633	unknown
634	unknown
635	unknown
636	unknown
637	unknown
638	unknown
639	unknown
640	unknown
641	unknown
642	unknown
643	unknown
644	unknown
645	unknown
646	unknown
647	unknown
648	unknown
649	unknown
650	unknown
651	unknown
652	unknown
653	unknown
654	unknown
655	unknown
656	unknown
657	unknown
658	unknown
659	unknown
661	unknown
662	unknown
